Date,Close,High,Low,Open,Volume,date_weekday,netChangeRatio,positive
2020-02-13,53.599998474121094,54.53333282470703,49.0,49.45600128173828,394339500,3,4.7843652551780025,1
2020-02-14,53.33533477783203,54.198001861572266,52.366668701171875,52.4813346862793,235405500,4,-0.49377556683485313,0
2020-02-18,57.22666549682617,57.33333206176758,55.490665435791016,56.106666564941406,245725500,1,7.29597130158357,1
2020-02-19,61.16133117675781,62.98533248901367,60.06800079345703,61.56666564941406,381345000,2,6.8755808953255615,1
2020-02-20,59.96066665649414,60.79999923706055,57.3293342590332,60.79666519165039,264523500,3,-1.9631105097986157,0
2020-02-21,60.06666564941406,60.87066650390625,58.6966667175293,60.46533203125,214722000,4,0.17678087791648256,1
2020-02-24,55.58599853515625,57.56666564941406,54.813331604003906,55.93333435058594,227883000,0,-7.459490327646511,0
2020-02-25,53.32733154296875,57.106666564941406,52.46666717529297,56.599998474121094,259357500,1,-4.06337396414489,0
2020-02-26,51.91999816894531,54.22066879272461,51.740665435791016,52.16666793823242,211282500,2,-2.6390470576789893,0
2020-02-27,45.26666641235352,49.31800079345703,44.599998474121094,48.66666793823242,364158000,3,-12.814583958462688,0
2020-02-28,44.53266525268555,46.03466796875,40.76800155639648,41.97999954223633,363343500,4,-1.6215047800994253,0
2020-03-02,49.574668884277344,49.5793342590332,45.77799987792969,47.41733169555664,302925000,0,11.322034293215232,1
2020-03-03,49.70066833496094,53.79866790771485,47.740665435791016,53.66666793823242,386760000,1,0.25416095259802596,1
2020-03-04,49.96666717529297,51.10133361816406,48.31533432006836,50.930667877197266,225735000,2,0.5352017372066697,1
2020-03-05,48.30266571044922,49.71666717529297,47.871334075927734,48.2513313293457,162790500,3,-3.3302230445070524,0
2020-03-06,46.89866638183594,47.133331298828125,45.61800003051758,46.0,189943500,4,-2.9066704869448956,0
2020-03-09,40.53333282470703,44.20000076293945,40.33333206176758,40.35933303833008,256105500,0,-13.572525720249962,0
2020-03-10,43.02199935913086,44.53333282470703,40.53333282470703,43.96200180053711,233916000,1,6.139802382366311,1
2020-03-11,42.28200149536133,43.571998596191406,40.866668701171875,42.68000030517578,199837500,2,-1.7200452670558586,0
2020-03-12,37.369998931884766,39.633331298828125,36.41666793823242,38.72600173950195,283636500,3,-11.617242301113507,0
2020-03-13,36.44133377075195,40.50466537475586,33.46666717529297,39.66666793823242,339604500,4,-2.48505535904755,0
2020-03-16,29.67133331298828,32.9913330078125,29.47800064086914,31.299999237060547,307342500,0,-18.57780645558401,0
2020-03-17,28.68000030517578,31.456666946411133,26.399999618530273,29.333999633789062,359919000,1,-3.341046380880208,0
2020-03-18,24.08133316040039,26.99066734313965,23.367332458496097,25.933332443237305,356793000,2,-16.03440409986845,0
2020-03-19,28.50933265686035,30.13333320617676,23.8973331451416,24.979999542236328,452932500,3,18.387684215678778,1
2020-03-20,28.50200080871582,31.799999237060547,28.38599967956543,29.213333129882812,424282500,4,-0.025717361513777348,0
2020-03-23,28.952667236328125,29.46666717529297,27.36666679382324,28.906667709350582,246817500,0,1.5811747064244486,1
2020-03-24,33.66666793823242,34.24599838256836,31.600000381469727,31.81999969482422,343428000,1,16.281749323562988,1
2020-03-25,35.95000076293945,37.133331298828125,34.07400131225586,36.349998474121094,318340500,2,6.782176450892674,1
2020-03-26,35.21066665649414,37.33333206176758,34.150001525878906,36.49266815185547,260710500,3,-2.0565621439638027,0
2020-03-27,34.29066848754883,35.0533332824707,32.935333251953125,33.66666793823242,215661000,4,-2.6128393930185068,0
2020-03-30,33.47533416748047,34.44333267211914,32.7486686706543,34.017333984375,179971500,0,-2.377714859552571,0
2020-03-31,34.93333435058594,36.19733428955078,33.133331298828125,33.41666793823242,266572500,1,4.355446239344318,1
2020-04-01,32.104000091552734,34.26333236694336,31.67333221435547,33.599998474121094,200298000,2,-8.099239055277142,0
2020-04-02,30.29800033569336,32.95066833496094,29.760000228881836,32.068668365478516,297876000,3,-5.625466454987249,0
2020-04-03,32.000667572021484,34.36600112915039,31.22599983215332,33.96666717529297,338431500,4,5.619734693587186,1
2020-04-06,34.41600036621094,34.733333587646484,33.19733428955078,34.08000183105469,223527000,0,7.547757523349929,1
2020-04-07,36.36333465576172,37.66666793823242,35.48933410644531,36.33333206176758,268797000,1,5.658223700690801,1
2020-04-08,36.589332580566406,37.14733123779297,35.55533218383789,36.9466667175293,189840000,2,0.6214994497730331,1
2020-04-09,38.20000076293945,38.345333099365234,37.14066696166992,37.4726676940918,204750000,3,4.402015748241661,1
2020-04-13,43.39666748046875,43.46666717529297,38.70199966430664,39.34400177001953,337131000,0,13.603839302984921,1
2020-04-14,47.32600021362305,49.45866775512695,46.1619987487793,46.597999572753906,458647500,1,9.054457315006381,1
2020-04-15,48.65533447265625,50.20866775512695,47.33333206176758,49.46666717529297,353655000,2,2.8088878270565276,1
2020-04-16,49.680667877197266,50.630001068115234,47.11466598510742,47.79600143432617,309868500,3,2.1073401625000487,1
2020-04-17,50.259334564208984,51.663333892822266,49.84400177001953,51.48533248901367,196923000,4,1.164772358620647,1
2020-04-20,49.75733184814453,51.03799819946289,47.48066711425781,48.8466682434082,221199000,0,-0.9988248360573104,0
2020-04-21,45.78133392333984,50.22200012207031,44.919334411621094,48.67466735839844,303136500,1,-7.990777996173771,0
2020-04-22,48.807334899902344,48.93333435058594,45.91400146484375,46.93199920654297,212482500,2,6.609682849410858,1
2020-04-23,47.04199981689453,48.93333435058594,46.87533187866211,48.50666809082031,198550500,3,-3.6169462779073958,0
2020-04-24,48.34333419799805,48.71533203125,46.54533386230469,47.387332916259766,198180000,4,2.766324531628772,1
2020-04-27,53.25,53.29933166503906,49.0,49.17399978637695,310221000,0,10.149622245552825,1
2020-04-28,51.27466583251953,53.66666793823242,50.44599914550781,53.042667388916016,228330000,1,-3.7095477323576875,0
2020-04-29,53.367332458496094,53.54666519165039,52.21066665649414,52.678001403808594,243240000,2,4.081287692467694,1
2020-04-30,52.12533187866211,57.987998962402344,50.900001525878906,57.01266860961914,427078500,3,-2.327267492336982,0
2020-05-01,46.75466537475586,51.51800155639648,45.5359992980957,50.33333206176758,487977000,4,-10.303371336624089,0
2020-05-04,50.74599838256836,50.79999923706055,46.53333282470703,46.73333358764648,288556500,0,8.536758793631606,1
2020-05-05,51.2140007019043,53.26133346557617,50.8120002746582,52.65266799926758,254875500,1,0.9222447764407393,1
2020-05-06,52.172000885009766,52.6533317565918,50.740665435791016,51.76666641235352,166848000,2,1.8705825945557253,1
2020-05-07,52.00266647338867,53.09333419799805,51.4900016784668,51.81399917602539,172915500,3,-0.3245695176505081,0
2020-05-08,54.62799835205078,54.93333435058594,52.46733474731445,52.917999267578125,241297500,4,5.048456274844226,1
2020-05-11,54.08599853515625,54.93333435058594,52.33333206176758,52.70066833496094,247794000,0,-0.9921648847567299,0
2020-05-12,53.96066665649414,56.21933364868164,53.866668701171875,55.133331298828125,238603500,1,-0.2317270311292141,0
2020-05-13,52.73066711425781,55.06666564941406,50.88666534423828,54.72200012207031,285982500,2,-2.279437261341355,0
2020-05-14,53.55533218383789,53.557334899902344,50.93333435058594,52.0,205233000,3,1.5639192802040291,1
2020-05-15,53.27799987792969,53.66999816894531,52.436668395996094,52.689998626708984,157776000,4,-0.5178425650618879,0
2020-05-18,54.242000579833984,55.64799880981445,53.59199905395508,55.185333251953125,174987000,0,1.8093785504579962,1
2020-05-19,53.867332458496094,54.80466842651367,53.73866653442383,54.34466552734375,144547500,1,-0.6907343337870575,0
2020-05-20,54.37066650390625,55.06666564941406,54.119998931884766,54.70000076293945,109639500,2,0.934395713390801,1
2020-05-21,55.17333221435547,55.5,53.06666564941406,54.400001525878906,183819000,3,1.476284478490908,1
2020-05-22,54.45866775512695,55.45199966430664,54.133331298828125,54.81133270263672,149812500,4,-1.2953077701596039,0
2020-05-26,54.591331481933594,55.63999938964844,54.38066864013672,55.633331298828125,121345500,1,0.24360442933191173,1
2020-05-27,54.68199920654297,55.180667877197266,52.33333206176758,54.7239990234375,173242500,2,0.16608447192643094,1
2020-05-28,53.72066879272461,54.98333358764648,53.44599914550781,54.23400115966797,108834000,3,-1.7580381620416863,0
2020-05-29,55.66666793823242,55.66666793823242,53.61399841308594,53.91666793823242,176467500,4,3.6224402808837652,1
2020-06-01,59.87333297729492,59.93333435058594,56.939998626708984,57.20000076293945,224092500,0,7.556883131087,1
2020-06-02,58.77066802978515,60.57733154296875,58.06666564941406,59.64666748046875,203484000,1,-1.8416628784101996,0
2020-06-03,58.86399841308594,59.862667083740234,58.67333221435547,59.20800018310547,119242500,2,0.15880436011632693,1
2020-06-04,57.62533187866211,59.71666717529297,57.22933197021485,59.32533264160156,133315500,3,-2.1042854169221026,0
2020-06-05,59.04399871826172,59.10133361816406,57.74666595458984,58.522666931152344,117178500,4,2.4618805538279664,1
2020-06-08,63.327999114990234,63.33333206176758,60.61066818237305,61.26666641235352,212620500,0,7.25560681818036,1
2020-06-09,62.711334228515625,63.62933349609375,61.595333099365234,62.66733169555664,170823000,1,-0.9737634144336038,0
2020-06-10,68.336669921875,68.49866485595703,65.5,66.12533569335938,278451000,2,8.970205725269786,1
2020-06-11,64.85600280761719,67.9306640625,64.80000305175781,66.01333618164062,238747500,3,-5.09341048991272,0
2020-06-12,62.35200119018555,65.8653335571289,60.84000015258789,65.33333587646484,251451000,4,-3.860863311078977,0
2020-06-15,66.05999755859375,66.5893325805664,60.56666564941406,61.18600082397461,235458000,0,5.94687627923618,1
2020-06-16,65.47533416748047,67.52532958984375,64.15933227539062,67.4566650390625,210766500,1,-0.8850490655781473,0
2020-06-17,66.11933135986328,67.0,65.50466918945312,65.84733581542969,148362000,2,0.9835722116904755,1
2020-06-18,66.9306640625,67.94667053222656,66.2979965209961,66.86666870117188,146278500,3,1.2270733625858066,1
2020-06-19,66.72666931152344,67.73133087158203,66.0893325805664,67.51866912841797,130195500,4,-0.30478518902198326,0
2020-06-22,66.28800201416016,67.2586669921875,66.00133514404297,66.663330078125,95436000,0,-0.6574092516371532,0
2020-06-23,66.78533172607422,67.46666717529297,66.267333984375,66.59200286865234,95479500,1,0.7502559992799585,1
2020-06-24,64.0566635131836,66.72533416748047,63.542667388916016,66.27400207519531,164394000,2,-4.085729818760941,0
2020-06-25,65.73200225830078,65.73200225830078,62.47666549682617,63.61800003051758,138817500,3,2.615401198303724,1
2020-06-26,63.982666015625,66.33333587646484,63.65800094604492,66.31866455078125,132823500,4,-2.6613159231048233,0
2020-06-29,67.29000091552734,67.33333587646484,63.23466873168945,64.60066986083984,135396000,0,5.169110801188981,1
2020-06-30,71.98733520507812,72.51266479492188,66.91533660888672,67.0999984741211,253777500,1,6.98073149894527,1
2020-07-01,74.64199829101562,75.68866729736328,72.03333282470703,72.19999694824219,199903500,2,3.687680726581788,1
2020-07-02,80.57733154296875,81.86666870117188,79.04000091552734,81.43199920654297,258751500,3,7.951734128033849,1
2020-07-06,91.43866729736328,91.85266876220705,84.40266418457031,85.11266326904297,308548500,0,13.47939370342961,1
2020-07-07,92.65733337402344,95.3000030517578,89.11399841308594,93.6673355102539,322345500,1,1.3327688522591696,1
2020-07-08,91.05867004394533,94.48400115966795,87.42266845703125,93.66666412353516,244669500,2,-1.725350030984485,0
2020-07-09,92.9520034790039,93.90399932861328,90.08533477783205,93.1326675415039,175764000,3,2.079245649145589,1
2020-07-10,102.97666931152344,103.2613296508789,91.73400115966795,93.06666564941406,350064000,4,10.784776505418648,1
2020-07-13,99.8040008544922,119.66600036621094,98.0739974975586,110.5999984741211,584781000,0,-3.080958510547016,0
2020-07-14,101.12000274658205,106.0,95.4000015258789,103.73332977294922,351271500,1,1.3185863099901995,1
2020-07-15,103.06732940673828,103.33333587646484,97.13333129882812,102.86666870117188,245517000,2,1.9257581163604653,1
2020-07-16,100.04266357421876,102.11399841308594,97.73332977294922,98.47733306884766,214512000,3,-2.934650436689956,0
2020-07-17,100.05599975585938,102.50066375732422,99.33333587646484,100.89666748046876,139950000,4,0.013330494375241031,1
2020-07-20,109.53333282470705,110.0,99.1999969482422,101.267333984375,256821000,0,9.472028755869456,1
2020-07-21,104.55733489990234,111.66666412353516,103.86666870117188,109.32866668701172,241608000,1,-4.542907438750266,0
2020-07-22,106.15533447265624,108.4280014038086,104.13333129882812,106.5999984741211,212416500,2,1.5283476518254124,1
2020-07-23,100.87133026123048,112.5999984741211,98.71800231933594,111.93000030517578,364927500,3,-4.977615338574271,0
2020-07-24,94.46666717529295,97.66666412353516,91.10266876220705,94.40066528320312,290949000,4,-6.34933937061315,0
2020-07-27,102.63999938964844,103.1959991455078,94.1999969482422,95.66666412353516,240730500,0,8.652080631985237,1
2020-07-28,98.43267059326172,104.3133316040039,98.29467010498048,100.26667022705078,237130500,1,-4.099112257799797,0
2020-07-29,99.94066619873048,102.32066345214844,99.13333129882812,100.06666564941406,141403500,2,1.532007204904584,1
2020-07-30,99.16600036621094,100.8826675415039,98.06666564941406,99.1999969482422,114315000,3,-0.7751257440881343,0
2020-07-31,95.38400268554688,101.13666534423828,94.73200225830078,101.0,183123000,4,-3.8138047987188117,0
2020-08-03,99.0,100.65399932861328,96.29199981689452,96.61333465576172,132139500,0,3.7909892777031162,1
2020-08-04,99.13333129882812,101.82733154296876,97.46666717529295,99.6673355102539,126225000,1,0.13467807962437295,1
2020-08-05,99.00133514404295,99.98933410644533,97.88733673095705,99.5326690673828,74217000,2,-0.1331501252462508,0
2020-08-06,99.30533599853516,101.15399932861328,98.48400115966795,99.38866424560548,89884500,3,0.3070674289896047,1
2020-08-07,96.84733581542967,99.98332977294922,94.33399963378906,99.96932983398438,133446000,4,-2.4751944680412197,0
2020-08-10,94.5713348388672,97.16666412353516,92.38933563232422,96.53333282470705,112834500,0,-2.3500914685975927,0
2020-08-11,91.6259994506836,94.66666412353516,91.0,93.06666564941406,129387000,1,-3.1144060652225525,0
2020-08-12,103.65066528320312,105.66666412353516,95.66666412353516,98.0,327441000,2,13.123639474177452,1
2020-08-13,108.06666564941406,110.07866668701172,104.48400115966795,107.4000015258789,306379500,3,4.260465047807616,1
2020-08-14,110.04733276367188,111.25333404541016,108.44266510009766,110.99933624267578,188664000,4,1.832819678811437,1
2020-08-17,122.3759994506836,123.05733489990234,111.52200317382812,111.8000030517578,303634500,0,11.203058154519475,1
2020-08-18,125.80599975585938,128.25999450683594,123.00733184814452,126.59933471679688,247117500,1,2.802837419569393,1
2020-08-19,125.23533630371094,127.4000015258789,122.74732971191406,124.33333587646484,183079500,2,-0.45360591168615016,0
2020-08-20,133.45533752441406,134.79933166503906,123.8040008544922,124.04533386230467,309177000,3,6.563643667445929,1
2020-08-21,136.6653289794922,139.69932556152344,135.00332641601562,136.3173370361328,322344000,4,2.4052926729070556,1
2020-08-24,134.27999877929688,141.93333435058594,128.50132751464844,141.7519989013672,300954000,0,-1.7453806448256226,0
2020-08-25,134.8893280029297,135.19667053222656,131.1999969482422,131.65933227539062,159883500,1,0.45377511853743613,1
2020-08-26,143.54466247558594,144.39999389648438,136.90866088867188,137.3333282470703,213591000,2,6.416619165356252,1
2020-08-27,149.25,153.0399932861328,142.8333282470703,145.36399841308594,355395000,3,3.9746079206424145,1
2020-08-28,147.55999755859375,154.5659942626953,145.76800537109375,153.00799560546875,301218000,4,-1.1323299439907841,0
2020-08-31,166.10667419433594,166.7133331298828,146.70333862304688,148.20333862304688,355123200,0,12.56890549105465,1
2020-09-01,158.35000610351562,167.49667358398438,156.836669921875,167.3800048828125,269523300,1,-4.669690804684601,0
2020-09-02,149.1233367919922,159.67999267578125,135.0399932861328,159.663330078125,288528300,2,-5.826756524083643,0
2020-09-03,135.6666717529297,143.93333435058594,134.0,135.7433319091797,262788300,3,-9.023849203316047,0
2020-09-04,139.44000244140625,142.6666717529297,124.00666809082033,134.27000427246094,330965700,4,2.7813247275265907,1
2020-09-08,110.06999969482422,122.913330078125,109.95999908447266,118.66666412353516,346397100,1,-21.062824320390796,0
2020-09-09,122.09333038330078,123.0,113.836669921875,118.86666870117188,238397400,2,10.923349433825734,1
2020-09-10,123.77999877929688,132.99667358398438,120.1866683959961,128.73666381835938,254791800,3,1.3814582587770685,1
2020-09-11,124.23999786376952,127.5,120.16666412353516,127.3133316040039,182152500,4,0.3716263443279244,1
2020-09-14,139.8733367919922,140.0,124.43333435058594,126.98332977294922,249061800,0,12.583177074234019,1
2020-09-15,149.9199981689453,153.97999572753906,143.56666564941406,145.52000427246094,291894600,1,7.182685140266343,1
2020-09-16,147.25332641601562,152.59666442871094,145.10333251953125,146.6233367919922,216837900,2,-1.7787298462508039,0
2020-09-17,141.14332580566406,145.92999267578125,136.0,138.53334045410156,230337600,3,-4.149312452942333,0
2020-09-18,147.38333129882812,150.3333282470703,142.93333435058594,149.31333923339844,259220400,4,4.421041843491591,1
2020-09-21,149.79666137695312,151.89332580566406,135.69000244140625,151.0433349609375,328430400,0,1.6374511668703073,1
2020-09-22,141.41000366210938,145.9199981689453,139.1999969482422,143.1999969482422,238742400,1,-5.5986946823462835,0
2020-09-23,126.7866668701172,137.38333129882812,125.2933349609375,135.05332946777344,285222600,2,-10.341090738483928,0
2020-09-24,129.26333618164062,133.1666717529297,117.0999984741211,121.26667022705078,289683300,3,1.95341463945935,1
2020-09-25,135.77999877929688,136.2433319091797,130.43333435058594,131.1566619873047,201625500,4,5.041385121376596,1
2020-09-28,140.39999389648438,142.69332885742188,138.51666259765625,141.5399932861328,149158800,0,3.4025594039789775,1
2020-09-29,139.69000244140625,142.8333282470703,137.1999969482422,138.6666717529297,150657900,1,-0.5056919415549199,0
2020-09-30,143.00332641601562,144.64332580566406,140.1566619873047,140.44000244140625,144436800,2,2.371912031427703,1
2020-10-01,149.3866729736328,149.6266632080078,144.80667114257812,146.9199981689453,152224500,3,4.463774876849502,1
2020-10-02,138.3633270263672,146.3766632080078,138.3333282470703,140.4633331298828,214290000,4,-7.379069181901709,0
2020-10-05,141.89332580566406,144.54666137695312,139.77667236328125,141.11666870117188,134168400,0,2.5512531789757986,1
2020-10-06,137.9933319091797,142.92666625976562,135.35000610351562,141.26333618164062,147438900,1,-2.748539351192436,0
2020-10-07,141.76666259765625,143.3000030517578,137.9499969482422,139.9566650390625,129383100,2,2.7344297266189477,1
2020-10-08,141.97332763671875,146.3333282470703,141.76666259765625,146.14666748046875,121263300,3,0.14577830589765917,1
2020-10-09,144.6666717529297,144.8633270263672,142.15333557128906,143.3766632080078,86777100,4,1.8970775433979181,1
2020-10-12,147.43333435058594,149.5800018310547,146.19332885742188,147.3333282470703,116373300,0,1.9124395163948371,1
2020-10-13,148.88333129882812,149.6300048828125,145.53334045410156,147.78334045410156,103391100,1,0.9834932884270176,1
2020-10-14,153.76666259765625,155.3000030517578,149.11666870117188,149.92666625976562,143639100,2,3.2799718116372834,1
2020-10-15,149.6266632080078,152.19000244140625,147.5,150.10333251953125,107017200,3,-2.692390743031925,0
2020-10-16,146.55667114257812,151.98333740234375,146.28334045410156,151.47999572753906,98327700,4,-2.051768046956881,0
2020-10-19,143.61000061035156,149.0,142.9566650390625,148.74667358398438,108863400,0,-2.0106014344170586,0
2020-10-20,140.64666748046875,143.9166717529297,139.68333435058594,143.9166717529297,94968900,1,-2.0634587544658856,0
2020-10-21,140.8800048828125,144.31666564941406,140.4166717529297,140.89999389648438,97111500,2,0.16590325709362475,1
2020-10-22,141.92999267578125,148.41000366210938,141.50332641601562,147.30667114257812,119979600,3,0.7453064711647084,1
2020-10-23,140.2100067138672,140.9633331298828,135.7933349609375,140.6133270263672,101151000,4,-1.2118551755604834,0
2020-10-26,140.0933380126953,141.9199981689453,136.6666717529297,137.2100067138672,84717600,0,-0.08320996760948773,0
2020-10-27,141.55999755859375,143.5,140.03334045410156,141.25332641601562,68059500,1,1.0469159823756513,1
2020-10-28,135.33999633789062,139.53334045410156,135.3333282470703,138.82666015625,76354200,2,-4.393897519056244,0
2020-10-29,136.94332885742188,139.35333251953125,135.48666381835938,136.65333557128906,67965900,3,1.1846701366300838,1
2020-10-30,129.34666442871094,135.8633270263672,126.37000274658205,135.63333129882812,127533900,4,-5.547305218949495,0
2020-11-02,133.50332641601562,135.66000366210938,130.76666259765625,131.3333282470703,87063300,0,3.213582666134873,1
2020-11-03,141.3000030517578,142.58999633789062,135.56333923339844,136.57666015625,103055100,1,5.840061701119437,1
2020-11-04,140.32666015625,145.13333129882812,139.03334045410156,143.5399932861328,96429300,2,-0.6888484603579825,0
2020-11-05,146.02999877929688,146.6666717529297,141.3333282470703,142.76666259765625,85243500,3,4.064330054386223,1
2020-11-06,143.31666564941406,145.52333068847656,141.42666625976562,145.36666870117188,65118000,4,-1.858065570474754,0
2020-11-09,140.4199981689453,150.8333282470703,140.3333282470703,146.5,104499000,0,-2.021165833954497,0
2020-11-10,136.7866668701172,140.02999877929688,132.00999450683594,140.02999877929688,90852600,1,-2.587474253102262,0
2020-11-11,139.0433349609375,139.56666564941406,136.86000061035156,138.81666564941406,52073100,2,1.64977197153513,1
2020-11-12,137.25332641601562,141.0,136.5066680908203,138.35000610351562,59565300,3,-1.2873745767280065,0
2020-11-13,136.1666717529297,137.50999450683594,133.8866729736328,136.9499969482422,59313300,4,-0.7917146283160204,0
2020-11-16,136.02999877929688,137.48333740234375,134.69667053222656,136.30999755859375,80515800,0,-0.10037182511209997,0
2020-11-17,147.20333862304688,154.0,144.336669921875,153.38999938964844,183564900,1,8.213879250177957,1
2020-11-18,162.2133331298828,165.3333282470703,147.8333282470703,149.4499969482422,234132000,2,10.196775866118779,1
2020-11-19,166.42333984375,169.5366668701172,162.52333068847656,164.0,187425900,3,2.5953518324515645,1
2020-11-20,163.20333862304688,167.5,163.02000427246094,165.99667358398438,98735700,4,-1.9348255020757876,0
2020-11-23,173.9499969482422,175.3333282470703,167.26333618164062,167.8333282470703,150780900,0,6.584827501609536,1
2020-11-24,185.1266632080078,186.663330078125,175.39999389648438,180.13333129882812,160945500,1,6.425217853318599,1
2020-11-25,191.3333282470703,191.3333282470703,181.7899932861328,183.35333251953125,146790600,2,3.3526586238356693,1
2020-11-27,195.2533264160156,199.5933380126953,192.8166656494141,193.72000122070312,112683300,4,2.048779585270877,1
2020-11-30,189.1999969482422,202.6000061035156,184.836669921875,200.73666381835935,189009300,0,-3.100243964538618,0
2020-12-01,194.9199981689453,199.28334045410156,190.6833343505859,199.19667053222656,120310500,1,3.0232565079099327,1
2020-12-02,189.6066741943359,190.51333618164065,180.40333557128903,185.47999572753903,143327100,2,-2.725899868931936,0
2020-12-03,197.7933349609375,199.6566619873047,194.1433258056641,196.67333984375,127656000,3,4.317707064578724,1
2020-12-04,199.67999267578125,199.67999267578125,195.1666717529297,197.0033264160156,88203900,4,0.953853028069096,1
2020-12-07,213.9199981689453,216.26333618164065,201.01666259765625,201.63999938964844,168929100,0,7.131413268972531,1
2020-12-08,216.6266632080078,217.0933380126953,206.1666717529297,208.5033264160156,192795000,1,1.265269756091203,1
2020-12-09,201.4933319091797,218.1066741943359,196.0,217.89666748046875,213873600,2,-6.985904262531573,0
2020-12-10,209.02333068847656,209.25,188.77999877929688,191.4566650390625,201249600,3,3.7370957678594108,1
2020-12-11,203.3300018310547,208.0,198.9333343505859,205.0033264160156,139425000,4,-2.723776737586814,0
2020-12-14,213.27667236328125,214.25,203.3999938964844,206.3333282470703,156121800,0,4.891885330572698,1
2020-12-15,211.0833282470703,215.63333129882812,207.9333343505859,214.4266662597656,135214500,1,-1.0284031966116491,0
2020-12-16,207.58999633789065,210.8333282470703,201.6666717529297,209.41000366210935,126287400,2,-1.6549539644792555,0
2020-12-17,218.63333129882812,219.6066741943359,206.5,209.39666748046875,168810300,3,5.319781856425498,1
2020-12-18,231.6666717529297,231.6666717529297,209.51333618164065,222.96665954589844,666378600,4,5.9612778969587055,1
2020-12-21,216.6199951171875,222.8333282470703,215.3566741943359,222.0800018310547,174135900,0,-6.494968189377415,0
2020-12-22,213.44667053222656,216.6266632080078,204.7433319091797,216.0,155148000,1,-1.464926902636221,0
2020-12-23,215.32666015625,217.1666717529297,207.52333068847656,210.73333740234375,99519000,2,0.8807772074100217,1
2020-12-24,220.58999633789065,222.02999877929688,213.6666717529297,214.3300018310547,68596800,3,2.444349518922251,1
2020-12-28,221.22999572753903,227.13333129882812,220.26666259765625,224.836669921875,96835800,0,0.2901307404113096,1
2020-12-29,221.9966735839844,223.3000030517578,218.3333282470703,220.3333282470703,68732400,1,0.3465523985226593,1
2020-12-30,231.5933380126953,232.1999969482422,222.7866668701172,224.0,128538000,2,4.322886588244468,1
